Order ID,Customer ID,Restaurant Name,Location,Cuisine Type,Order Date & Time,Delivery Time (mins),Order Status,Payment Method,Delivery Charges,Ratings
2397,C485,Taco Bell,Hyderabad,Chinese,2024-03-01 21:25:00,41,Completed,COD,48,3.0
2398,C841,Dominos,Delhi,Indian,2024-03-08 13:02:00,45,Completed,Online (Card),21,3.9
2399,C107,Dominos,Bangalore,Chinese,2024-03-03 16:18:00,36,Completed,Online (Card),26,3.6
2400,C326,Pizza Hut,Mumbai,Healthy,2024-03-11 14:36:00,45,Completed,COD,31,4.7
2401,C508,Dominos,Mumbai,Chinese,2024-03-09 19:18:00,26,Completed,Online (Card),32,3.8
2402,C577,KFC,Chennai,Fast Food,2024-03-14 10:13:00,49,Completed,Online (Wallet),16,3.7
2403,C181,KFC,Chennai,Chinese,2024-03-03 16:20:00,29,Completed,Online (Wallet),50,3.9
2404,C421,Pizza Hut,Hyderabad,Chinese,2024-03-05 19:41:00,21,Completed,Online (Card),37,4.6
2405,C723,Biryani Blues,Delhi,Fast Food,2024-03-06 19:53:00,53,Completed,COD,22,4.0
2406,C780,Subway,Chennai,Mexican,2024-03-04 22:09:00,51,Cancelled,Online (Card),0,N/A
2407,C997,Taco Bell,Hyderabad,Mexican,2024-03-06 22:44:00,38,Completed,COD,39,4.2
2408,C618,Pizza Hut,Kolkata,Chinese,2024-03-10 21:53:00,52,Completed,Online (UPI),19,3.1
2409,C161,KFC,Pune,Mexican,2024-03-05 12:06:00,30,Completed,Online (UPI),12,4.9
2410,C791,Biryani Blues,Bangalore,Italian,2024-03-03 20:12:00,25,Completed,Online (Card),42,4.6
2411,C908,Subway,Hyderabad,Italian,2024-03-02 17:02:00,38,Completed,Online (Wallet),27,3.6
2412,C415,KFC,Hyderabad,Healthy,2024-03-05 12:25:00,50,Completed,Online (Wallet),50,4.2
2413,C693,Burger King,Pune,Italian,2024-03-01 15:30:00,25,Cancelled,Online (UPI),0,N/A
2414,C822,KFC,Kolkata,Indian,2024-03-08 22:32:00,32,Completed,Online (Wallet),20,5.0
2415,C474,KFC,Delhi,Italian,2024-03-07 10:39:00,20,Cancelled,COD,0,N/A
2416,C114,Subway,Kolkata,Italian,2024-03-09 19:46:00,50,Completed,COD,26,3.0
2417,C369,Subway,Kolkata,Indian,2024-03-05 16:19:00,36,Completed,Online (UPI),27,3.5
2418,C650,Dominos,Mumbai,Mexican,2024-03-12 19:24:00,21,Completed,Online (Wallet),23,4.4
2419,C546,Burger King,Hyderabad,Chinese,2024-03-12 13:22:00,36,Completed,Online (Wallet),48,3.1
2420,C633,Pizza Hut,Bangalore,Fast Food,2024-03-07 22:10:00,22,Cancelled,Online (Card),0,N/A
2421,C370,Pizza Hut,Delhi,Indian,2024-03-02 21:58:00,38,Completed,Online (Card),19,4.5
2422,C453,Dominos,Bangalore,Chinese,2024-03-14 21:38:00,28,Completed,Online (Wallet),47,4.3
2423,C772,Taco Bell,Chennai,Healthy,2024-03-03 14:48:00,50,Cancelled,Online (UPI),0,N/A
2424,C420,Biryani Blues,Hyderabad,Healthy,2024-03-05 10:09:00,20,Completed,COD,26,3.7
2425,C311,KFC,Mumbai,Healthy,2024-03-13 18:16:00,38,Completed,COD,43,4.4
2426,C339,KFC,Pune,Fast Food,2024-03-03 19:02:00,34,Completed,COD,15,3.1
2427,C240,Subway,Kolkata,Mexican,2024-03-09 12:44:00,54,Completed,Online (Card),18,4.9
2428,C481,Dominos,Kolkata,Healthy,2024-03-11 10:23:00,22,Completed,Online (Card),20,4.3
2429,C996,Taco Bell,Chennai,Chinese,2024-03-03 11:06:00,36,Completed,COD,27,4.9
2430,C621,McDonald's,Pune,Indian,2024-03-11 18:53:00,28,Completed,COD,32,4.6
2431,C237,Dominos,Kolkata,Healthy,2024-03-09 21:13:00,24,Completed,Online (UPI),27,4.9
2432,C336,Pizza Hut,Delhi,Fast Food,2024-03-06 13:26:00,51,Cancelled,Online (UPI),0,N/A
2433,C838,Pizza Hut,Hyderabad,Chinese,2024-03-04 21:58:00,43,Completed,Online (Card),49,3.7
2434,C415,Burger King,Chennai,Chinese,2024-03-14 14:10:00,33,Completed,COD,50,3.5
2435,C635,KFC,Chennai,Chinese,2024-03-09 12:27:00,59,Completed,COD,48,3.7
2436,C524,Pizza Hut,Kolkata,Indian,2024-03-03 20:53:00,44,Completed,Online (Card),36,3.1
2437,C534,Taco Bell,Chennai,Italian,2024-03-09 20:13:00,28,Completed,Online (Card),43,3.9
2438,C571,Biryani Blues,Chennai,Italian,2024-03-03 22:30:00,26,Completed,Online (Card),27,3.2
2439,C789,Pizza Hut,Chennai,Italian,2024-03-04 14:29:00,21,Completed,Online (Card),10,3.6
2440,C971,Biryani Blues,Kolkata,Mexican,2024-03-03 12:35:00,51,Cancelled,Online (Card),0,N/A
2441,C704,Burger King,Bangalore,Fast Food,2024-03-01 19:55:00,56,Cancelled,Online (Wallet),0,N/A
2442,C723,Pizza Hut,Delhi,Indian,2024-03-11 18:31:00,32,Completed,COD,34,3.9
2443,C632,McDonald's,Mumbai,Fast Food,2024-03-13 14:51:00,20,Completed,COD,47,4.1
2444,C724,Pizza Hut,Delhi,Italian,2024-03-09 16:21:00,27,Completed,COD,34,3.1
2445,C999,Pizza Hut,Chennai,Mexican,2024-03-01 14:15:00,44,Completed,Online (UPI),48,3.2
2446,C361,Biryani Blues,Pune,Healthy,2024-03-10 19:22:00,20,Completed,Online (UPI),21,3.0
2447,C454,Burger King,Kolkata,Healthy,2024-03-03 14:32:00,30,Completed,Online (UPI),45,4.5
2448,C365,McDonald's,Chennai,Mexican,2024-03-08 10:17:00,34,Completed,Online (Card),34,3.2
2449,C377,Burger King,Chennai,Healthy,2024-03-10 15:46:00,31,Cancelled,COD,0,N/A
2450,C394,Pizza Hut,Hyderabad,Fast Food,2024-03-13 21:41:00,60,Completed,COD,23,3.6
2451,C230,Dominos,Hyderabad,Mexican,2024-03-11 20:04:00,47,Completed,COD,48,4.0
2452,C853,Pizza Hut,Pune,Italian,2024-03-01 19:15:00,53,Completed,Online (Wallet),18,4.1
2453,C630,Dominos,Pune,Fast Food,2024-03-11 18:58:00,51,Completed,Online (Card),37,5.0
2454,C466,KFC,Pune,Fast Food,2024-03-07 10:46:00,40,Completed,Online (Wallet),27,4.1
2455,C883,Taco Bell,Hyderabad,Italian,2024-03-07 18:21:00,49,Completed,Online (Wallet),16,3.7
2456,C993,Subway,Kolkata,Mexican,2024-03-14 21:18:00,53,Completed,Online (Card),22,3.4
2457,C681,Pizza Hut,Pune,Chinese,2024-03-06 14:52:00,52,Completed,Online (Card),15,3.8
2458,C193,Taco Bell,Hyderabad,Indian,2024-03-01 12:24:00,25,Completed,Online (Wallet),44,4.7
2459,C513,Pizza Hut,Delhi,Indian,2024-03-08 10:37:00,60,Completed,Online (Wallet),49,4.6
2460,C509,Biryani Blues,Delhi,Mexican,2024-03-14 10:56:00,60,Completed,COD,44,4.7
2461,C463,Burger King,Mumbai,Fast Food,2024-03-13 22:19:00,46,Cancelled,Online (UPI),0,N/A
2462,C442,Pizza Hut,Bangalore,Italian,2024-03-02 10:59:00,39,Completed,COD,50,3.1
2463,C853,KFC,Delhi,Italian,2024-03-12 14:16:00,37,Completed,Online (UPI),19,3.3
2464,C900,KFC,Kolkata,Healthy,2024-03-11 18:22:00,28,Completed,Online (Wallet),24,4.3
2465,C539,Biryani Blues,Delhi,Healthy,2024-03-12 12:21:00,30,Completed,Online (UPI),50,3.8
2466,C628,Pizza Hut,Hyderabad,Healthy,2024-03-11 17:30:00,36,Completed,Online (Wallet),17,4.3
2467,C643,Biryani Blues,Kolkata,Healthy,2024-03-09 19:57:00,37,Completed,COD,21,4.1
2468,C928,Dominos,Mumbai,Italian,2024-03-05 18:20:00,24,Completed,Online (Wallet),15,3.4
2469,C742,Burger King,Bangalore,Fast Food,2024-03-14 14:27:00,20,Completed,COD,11,4.8
2470,C287,Dominos,Hyderabad,Italian,2024-03-04 21:17:00,34,Completed,Online (UPI),25,4.3
2471,C671,Burger King,Chennai,Mexican,2024-03-04 22:32:00,42,Completed,Online (Wallet),40,4.4
2472,C855,Biryani Blues,Bangalore,Fast Food,2024-03-12 15:07:00,40,Completed,Online (Card),35,3.1
2473,C609,Biryani Blues,Pune,Italian,2024-03-14 22:11:00,34,Completed,Online (UPI),45,4.7
2474,C123,Pizza Hut,Pune,Indian,2024-03-05 19:13:00,52,Completed,Online (Wallet),37,3.3
2475,C395,Pizza Hut,Kolkata,Fast Food,2024-03-07 10:58:00,50,Cancelled,COD,0,N/A
2476,C384,KFC,Kolkata,Healthy,2024-03-08 17:38:00,49,Completed,Online (Card),31,3.0
2477,C439,KFC,Pune,Chinese,2024-03-04 14:58:00,20,Completed,Online (Card),25,3.9
2478,C826,Dominos,Delhi,Chinese,2024-03-07 10:58:00,30,Cancelled,Online (Card),0,N/A
2479,C296,Biryani Blues,Hyderabad,Mexican,2024-03-10 16:39:00,48,Completed,Online (UPI),19,4.7
2480,C781,Pizza Hut,Bangalore,Mexican,2024-03-05 19:26:00,25,Completed,COD,21,3.1
2481,C694,Burger King,Mumbai,Italian,2024-03-11 14:44:00,49,Cancelled,COD,0,N/A
2482,C789,Dominos,Kolkata,Healthy,2024-03-07 11:20:00,58,Completed,COD,41,3.2
2483,C800,Burger King,Mumbai,Healthy,2024-03-10 12:45:00,36,Completed,Online (UPI),15,4.2
2484,C948,Taco Bell,Kolkata,Chinese,2024-03-09 14:08:00,26,Completed,Online (UPI),28,3.9
2485,C562,KFC,Bangalore,Healthy,2024-03-09 11:33:00,29,Completed,Online (Wallet),38,4.8
2486,C600,Taco Bell,Kolkata,Healthy,2024-03-11 17:05:00,39,Completed,Online (Wallet),44,4.1
2487,C441,Biryani Blues,Delhi,Mexican,2024-03-09 11:24:00,21,Completed,Online (Card),48,3.4
2488,C367,Pizza Hut,Bangalore,Indian,2024-03-03 21:57:00,32,Completed,Online (UPI),24,4.3
2489,C191,Pizza Hut,Pune,Chinese,2024-03-06 19:28:00,22,Cancelled,Online (Card),0,N/A
2490,C132,Subway,Hyderabad,Indian,2024-03-04 11:43:00,57,Completed,Online (Wallet),23,4.8
2491,C590,McDonald's,Pune,Indian,2024-03-05 11:46:00,36,Completed,Online (Wallet),22,3.8
2492,C814,Dominos,Hyderabad,Mexican,2024-03-02 16:51:00,36,Completed,COD,37,4.1
2493,C486,Biryani Blues,Bangalore,Italian,2024-03-11 19:16:00,23,Completed,Online (Card),13,4.1
2494,C744,Biryani Blues,Chennai,Mexican,2024-03-08 15:11:00,56,Completed,COD,37,3.2
2495,C927,Burger King,Delhi,Mexican,2024-03-12 21:02:00,58,Completed,Online (Wallet),41,4.5
2496,C746,Burger King,Kolkata,Mexican,2024-03-10 12:30:00,23,Completed,Online (UPI),36,3.8
2497,C496,Dominos,Chennai,Healthy,2024-03-07 14:58:00,20,Completed,Online (Card),49,4.2
2498,C840,McDonald's,Chennai,Chinese,2024-03-12 18:19:00,48,Completed,COD,43,3.1
2499,C899,Dominos,Chennai,Chinese,2024-03-07 10:49:00,35,Completed,Online (Wallet),39,3.5
2500,C161,Subway,Chennai,Italian,2024-03-02 20:04:00,59,Completed,COD,11,5.0
2501,C406,KFC,Chennai,Fast Food,2024-03-09 15:50:00,44,Completed,COD,26,3.4
2502,C588,KFC,Pune,Italian,2024-03-14 22:57:00,41,Completed,Online (UPI),43,4.8
2503,C383,KFC,Chennai,Fast Food,2024-03-01 20:42:00,35,Completed,COD,27,5.0
2504,C463,Dominos,Bangalore,Healthy,2024-03-13 14:00:00,52,Completed,COD,16,3.7
2505,C508,Pizza Hut,Bangalore,Fast Food,2024-03-06 19:29:00,37,Completed,Online (UPI),43,3.8
2506,C600,McDonald's,Bangalore,Chinese,2024-03-03 15:23:00,54,Completed,COD,25,4.2
2507,C827,Biryani Blues,Hyderabad,Italian,2024-03-12 14:23:00,27,Cancelled,COD,0,N/A
2508,C311,Pizza Hut,Pune,Italian,2024-03-06 13:48:00,60,Completed,Online (UPI),24,4.4
2509,C933,McDonald's,Delhi,Fast Food,2024-03-12 16:16:00,50,Completed,Online (UPI),15,4.8
2510,C444,Subway,Chennai,Healthy,2024-03-02 11:50:00,54,Cancelled,Online (UPI),0,N/A
2511,C287,Burger King,Kolkata,Chinese,2024-03-12 11:38:00,24,Completed,Online (UPI),12,4.7
2512,C124,KFC,Bangalore,Chinese,2024-03-02 14:02:00,45,Completed,COD,20,4.4
2513,C689,Pizza Hut,Chennai,Mexican,2024-03-08 15:12:00,24,Cancelled,Online (UPI),0,N/A
2514,C828,Dominos,Chennai,Mexican,2024-03-07 13:44:00,23,Completed,Online (Card),48,3.6
2515,C342,Taco Bell,Kolkata,Mexican,2024-03-04 19:23:00,32,Completed,Online (Card),20,4.6
2516,C271,Burger King,Mumbai,Mexican,2024-03-02 22:46:00,56,Completed,Online (UPI),26,3.6
2517,C475,Burger King,Hyderabad,Chinese,2024-03-06 17:41:00,50,Completed,COD,27,4.4
2518,C616,KFC,Mumbai,Chinese,2024-03-10 14:25:00,39,Completed,COD,26,5.0
2519,C230,Taco Bell,Chennai,Fast Food,2024-03-12 11:54:00,52,Completed,Online (UPI),48,3.7
2520,C564,KFC,Mumbai,Mexican,2024-03-08 12:28:00,41,Completed,Online (Card),16,4.9
2521,C415,KFC,Pune,Indian,2024-03-03 22:53:00,29,Completed,COD,47,4.2
2522,C225,KFC,Chennai,Indian,2024-03-13 17:18:00,51,Completed,Online (Card),30,4.2
2523,C948,McDonald's,Chennai,Italian,2024-03-01 13:36:00,35,Completed,Online (Card),21,4.7
2524,C404,Biryani Blues,Kolkata,Italian,2024-03-09 16:10:00,40,Cancelled,Online (UPI),0,N/A
2525,C838,KFC,Kolkata,Chinese,2024-03-11 14:06:00,22,Completed,COD,14,3.2
2526,C306,Burger King,Chennai,Indian,2024-03-02 17:12:00,40,Completed,Online (UPI),25,3.3
2527,C144,Subway,Pune,Chinese,2024-03-14 21:06:00,55,Completed,COD,20,4.4
2528,C242,Burger King,Mumbai,Indian,2024-03-08 13:03:00,25,Completed,Online (Card),41,4.4
2529,C145,Subway,Chennai,Chinese,2024-03-04 12:11:00,58,Completed,COD,39,3.5
2530,C814,Biryani Blues,Hyderabad,Chinese,2024-03-10 11:01:00,43,Completed,Online (Card),17,3.6
2531,C423,McDonald's,Chennai,Mexican,2024-03-12 11:00:00,23,Completed,Online (UPI),39,3.5
2532,C143,Taco Bell,Hyderabad,Chinese,2024-03-13 13:25:00,57,Completed,Online (UPI),50,3.6
2533,C700,Pizza Hut,Mumbai,Indian,2024-03-12 14:22:00,45,Completed,Online (Card),27,4.3
2534,C443,Dominos,Pune,Healthy,2024-03-07 16:46:00,53,Completed,Online (Card),43,4.6
2535,C113,Taco Bell,Pune,Indian,2024-03-12 19:28:00,41,Cancelled,Online (Card),0,N/A
2536,C497,KFC,Delhi,Chinese,2024-03-12 16:18:00,25,Completed,Online (Wallet),46,3.2
2537,C561,Subway,Mumbai,Mexican,2024-03-11 15:43:00,59,Completed,COD,31,3.7
2538,C843,Taco Bell,Hyderabad,Healthy,2024-03-03 20:03:00,49,Completed,Online (Card),38,3.3
2539,C667,Burger King,Hyderabad,Healthy,2024-03-07 22:13:00,24,Completed,COD,48,3.3
2540,C580,Subway,Bangalore,Chinese,2024-03-05 22:09:00,26,Completed,Online (UPI),42,3.4
2541,C499,Biryani Blues,Bangalore,Indian,2024-03-02 19:55:00,46,Completed,Online (UPI),45,4.8
2542,C426,Pizza Hut,Pune,Healthy,2024-03-08 22:46:00,28,Completed,COD,17,3.2
2543,C397,KFC,Bangalore,Fast Food,2024-03-04 11:30:00,32,Completed,Online (Card),15,4.3
2544,C530,McDonald's,Chennai,Italian,2024-03-09 19:59:00,48,Cancelled,Online (Card),0,N/A
2545,C922,Burger King,Hyderabad,Mexican,2024-03-05 21:11:00,51,Completed,Online (Card),39,4.2
2546,C320,KFC,Mumbai,Fast Food,2024-03-13 10:17:00,44,Completed,Online (Wallet),25,3.7
2547,C990,KFC,Pune,Fast Food,2024-03-05 19:38:00,39,Completed,Online (Wallet),48,4.1
2548,C420,Taco Bell,Bangalore,Indian,2024-03-07 18:54:00,27,Completed,COD,12,4.0
2549,C107,Subway,Hyderabad,Italian,2024-03-14 13:22:00,42,Completed,COD,34,4.0
2550,C284,McDonald's,Pune,Fast Food,2024-03-03 13:45:00,45,Cancelled,COD,0,N/A
2551,C703,Biryani Blues,Mumbai,Indian,2024-03-05 21:34:00,48,Completed,Online (Card),40,4.8
2552,C703,Pizza Hut,Delhi,Mexican,2024-03-08 16:11:00,49,Completed,Online (UPI),13,4.5
2553,C626,Subway,Delhi,Indian,2024-03-07 21:13:00,59,Completed,Online (Card),17,4.6
2554,C895,Dominos,Pune,Italian,2024-03-13 19:15:00,39,Completed,Online (Wallet),28,3.5
2555,C113,Burger King,Mumbai,Chinese,2024-03-08 19:34:00,47,Completed,COD,35,4.7
2556,C558,Pizza Hut,Delhi,Indian,2024-03-13 19:07:00,21,Completed,Online (Card),34,4.5
2557,C406,Pizza Hut,Pune,Fast Food,2024-03-12 17:40:00,30,Completed,Online (Wallet),32,3.6
2558,C115,Pizza Hut,Kolkata,Italian,2024-03-13 21:55:00,57,Completed,Online (Wallet),38,4.8
2559,C127,Subway,Bangalore,Fast Food,2024-03-07 11:43:00,40,Completed,Online (Wallet),10,3.9
2560,C657,McDonald's,Pune,Italian,2024-03-07 22:30:00,43,Completed,Online (Wallet),39,3.1
2561,C741,KFC,Pune,Fast Food,2024-03-05 18:29:00,57,Completed,Online (UPI),25,5.0
2562,C102,Pizza Hut,Pune,Mexican,2024-03-10 15:47:00,35,Completed,Online (Card),35,4.4
2563,C599,McDonald's,Kolkata,Indian,2024-03-07 21:48:00,48,Cancelled,Online (UPI),0,N/A
2564,C611,Taco Bell,Delhi,Chinese,2024-03-01 10:22:00,32,Completed,COD,24,4.1
2565,C258,McDonald's,Chennai,Mexican,2024-03-03 16:15:00,52,Cancelled,COD,0,N/A
2566,C540,McDonald's,Kolkata,Indian,2024-03-14 20:49:00,29,Completed,Online (UPI),15,4.1
2567,C964,Taco Bell,Delhi,Italian,2024-03-10 11:43:00,41,Completed,COD,49,4.7
2568,C854,Taco Bell,Kolkata,Italian,2024-03-06 20:30:00,38,Completed,Online (UPI),17,3.0
2569,C202,Subway,Delhi,Mexican,2024-03-08 10:38:00,42,Completed,Online (UPI),23,4.7
2570,C590,Dominos,Kolkata,Mexican,2024-03-13 12:38:00,51,Completed,Online (Wallet),16,4.0
2571,C865,KFC,Hyderabad,Healthy,2024-03-02 14:47:00,34,Completed,Online (Card),49,4.1
2572,C421,Dominos,Hyderabad,Mexican,2024-03-07 12:16:00,45,Cancelled,Online (Wallet),0,N/A
2573,C599,Subway,Bangalore,Mexican,2024-03-09 12:26:00,29,Completed,Online (Card),15,3.4
2574,C312,KFC,Chennai,Italian,2024-03-01 20:24:00,31,Completed,COD,43,4.6
2575,C468,KFC,Hyderabad,Italian,2024-03-09 16:40:00,34,Completed,Online (Card),23,4.6
2576,C441,Subway,Hyderabad,Fast Food,2024-03-06 11:49:00,32,Cancelled,Online (Wallet),0,N/A
2577,C364,Burger King,Pune,Mexican,2024-03-06 22:29:00,31,Cancelled,Online (Wallet),0,N/A
2578,C369,Taco Bell,Pune,Healthy,2024-03-04 16:57:00,23,Completed,Online (Wallet),16,3.9
2579,C338,Subway,Pune,Italian,2024-03-06 15:30:00,59,Cancelled,Online (UPI),0,N/A
2580,C874,Taco Bell,Chennai,Fast Food,2024-03-12 22:12:00,37,Completed,Online (Card),14,3.5
2581,C380,Burger King,Hyderabad,Healthy,2024-03-04 20:58:00,24,Completed,Online (UPI),38,4.8
2582,C219,KFC,Pune,Indian,2024-03-14 21:26:00,53,Completed,Online (UPI),37,4.2
2583,C287,KFC,Delhi,Chinese,2024-03-10 22:19:00,47,Completed,Online (Wallet),23,4.6
2584,C528,Subway,Hyderabad,Healthy,2024-03-05 22:18:00,54,Completed,Online (Wallet),44,4.1
2585,C528,Pizza Hut,Hyderabad,Healthy,2024-03-05 19:33:00,56,Completed,Online (UPI),22,3.4
2586,C373,Taco Bell,Delhi,Indian,2024-03-03 18:07:00,60,Cancelled,Online (Card),0,N/A
2587,C742,Biryani Blues,Bangalore,Italian,2024-03-10 21:02:00,48,Completed,Online (Wallet),49,4.4
2588,C704,KFC,Chennai,Healthy,2024-03-12 11:10:00,44,Completed,Online (UPI),20,4.0
2589,C350,Taco Bell,Bangalore,Italian,2024-03-10 18:34:00,59,Completed,COD,12,3.8
2590,C239,Subway,Delhi,Chinese,2024-03-05 11:14:00,22,Cancelled,Online (UPI),0,N/A
2591,C152,Burger King,Delhi,Fast Food,2024-03-07 21:00:00,42,Completed,Online (UPI),50,3.3
2592,C461,KFC,Delhi,Indian,2024-03-12 20:50:00,52,Completed,COD,25,3.5
2593,C364,Taco Bell,Pune,Indian,2024-03-14 11:28:00,38,Cancelled,COD,0,N/A
2594,C837,KFC,Mumbai,Fast Food,2024-03-01 14:10:00,55,Completed,COD,28,4.9
2595,C730,Pizza Hut,Kolkata,Indian,2024-03-06 12:22:00,30,Completed,Online (Wallet),41,4.3
2596,C945,Burger King,Pune,Mexican,2024-03-11 15:47:00,41,Cancelled,Online (Wallet),0,N/A
2597,C192,Pizza Hut,Delhi,Mexican,2024-03-06 19:41:00,33,Completed,COD,27,4.2
2598,C991,Pizza Hut,Chennai,Mexican,2024-03-08 17:47:00,34,Completed,Online (Wallet),36,3.2
2599,C588,Dominos,Hyderabad,Chinese,2024-03-14 14:46:00,38,Cancelled,Online (UPI),0,N/A
2600,C320,Biryani Blues,Mumbai,Healthy,2024-03-05 15:51:00,47,Cancelled,Online (Wallet),0,N/A
2601,C612,KFC,Bangalore,Chinese,2024-03-01 14:44:00,30,Completed,COD,11,4.0
2602,C224,McDonald's,Bangalore,Indian,2024-03-02 13:43:00,46,Completed,Online (UPI),27,4.0
2603,C703,Taco Bell,Hyderabad,Italian,2024-03-03 17:28:00,52,Completed,Online (Card),36,4.9
2604,C813,McDonald's,Hyderabad,Fast Food,2024-03-07 20:25:00,23,Cancelled,COD,0,N/A
2605,C207,KFC,Mumbai,Fast Food,2024-03-01 10:13:00,50,Completed,Online (Wallet),35,3.0
2606,C662,Pizza Hut,Hyderabad,Fast Food,2024-03-03 14:09:00,47,Completed,Online (UPI),48,3.1
2607,C946,Biryani Blues,Pune,Healthy,2024-03-03 17:13:00,55,Completed,COD,42,3.1
2608,C440,KFC,Pune,Mexican,2024-03-03 16:31:00,60,Completed,Online (Card),23,4.0
2609,C641,McDonald's,Hyderabad,Indian,2024-03-11 12:46:00,44,Cancelled,Online (Card),0,N/A
2610,C762,McDonald's,Mumbai,Indian,2024-03-03 18:24:00,52,Completed,COD,48,4.0
2611,C745,Taco Bell,Pune,Chinese,2024-03-05 14:42:00,34,Cancelled,Online (UPI),0,N/A
2612,C125,Biryani Blues,Hyderabad,Healthy,2024-03-01 21:23:00,40,Completed,COD,32,4.9
2613,C505,KFC,Bangalore,Chinese,2024-03-01 12:22:00,37,Completed,Online (UPI),30,4.0
2614,C279,Pizza Hut,Pune,Italian,2024-03-11 10:28:00,21,Completed,Online (Card),34,4.8
2615,C904,Taco Bell,Hyderabad,Chinese,2024-03-07 16:28:00,54,Completed,COD,17,3.2
2616,C329,Dominos,Chennai,Mexican,2024-03-11 13:34:00,40,Completed,Online (UPI),44,3.4
2617,C830,Dominos,Bangalore,Fast Food,2024-03-11 10:46:00,29,Completed,Online (UPI),14,4.1
2618,C145,Taco Bell,Chennai,Indian,2024-03-12 12:34:00,35,Completed,Online (Card),39,4.5
2619,C203,McDonald's,Delhi,Italian,2024-03-11 22:10:00,55,Cancelled,Online (UPI),0,N/A
2620,C892,McDonald's,Hyderabad,Italian,2024-03-10 10:59:00,28,Completed,COD,43,3.8
2621,C370,Subway,Hyderabad,Italian,2024-03-04 18:12:00,21,Completed,Online (Wallet),43,3.7
2622,C515,Pizza Hut,Hyderabad,Fast Food,2024-03-09 11:55:00,31,Completed,Online (UPI),15,4.8
2623,C529,Pizza Hut,Delhi,Chinese,2024-03-03 17:16:00,31,Completed,COD,45,4.4
2624,C725,Pizza Hut,Pune,Chinese,2024-03-11 12:47:00,55,Cancelled,COD,0,N/A
2625,C128,Subway,Kolkata,Mexican,2024-03-08 16:19:00,52,Completed,Online (Wallet),22,3.3
2626,C856,Subway,Hyderabad,Indian,2024-03-11 11:45:00,41,Completed,Online (UPI),15,3.0
2627,C441,Pizza Hut,Chennai,Italian,2024-03-11 16:17:00,27,Completed,Online (Card),49,3.8
2628,C924,Burger King,Bangalore,Mexican,2024-03-02 12:17:00,37,Completed,Online (Card),43,3.6
2629,C961,KFC,Kolkata,Indian,2024-03-01 19:32:00,58,Completed,COD,39,4.4
2630,C682,Subway,Pune,Italian,2024-03-03 16:27:00,39,Completed,COD,21,3.4
2631,C754,Burger King,Hyderabad,Fast Food,2024-03-04 19:26:00,32,Completed,COD,19,3.3
2632,C494,Biryani Blues,Kolkata,Indian,2024-03-01 14:31:00,48,Completed,Online (Wallet),17,3.1
2633,C568,Biryani Blues,Mumbai,Healthy,2024-03-08 17:47:00,30,Completed,Online (Card),31,4.0
2634,C215,McDonald's,Bangalore,Italian,2024-03-09 16:57:00,20,Completed,COD,38,4.4
2635,C265,Pizza Hut,Pune,Italian,2024-03-12 13:29:00,40,Completed,COD,40,3.9
2636,C479,Taco Bell,Delhi,Chinese,2024-03-07 10:00:00,58,Completed,Online (Wallet),22,3.7
2637,C690,Burger King,Hyderabad,Fast Food,2024-03-08 19:57:00,53,Completed,Online (Wallet),30,3.6
2638,C495,Taco Bell,Delhi,Indian,2024-03-11 17:32:00,29,Completed,COD,23,4.8
2639,C594,Pizza Hut,Chennai,Mexican,2024-03-11 22:42:00,42,Completed,Online (Card),32,4.7
2640,C593,Pizza Hut,Pune,Indian,2024-03-05 21:49:00,54,Completed,Online (Wallet),45,3.2
2641,C598,KFC,Pune,Fast Food,2024-03-09 10:43:00,32,Completed,Online (Wallet),36,3.7
2642,C280,McDonald's,Kolkata,Mexican,2024-03-01 21:29:00,46,Completed,Online (Wallet),22,3.0
2643,C791,Taco Bell,Delhi,Italian,2024-03-12 16:32:00,47,Completed,COD,26,5.0
2644,C514,Biryani Blues,Pune,Chinese,2024-03-13 13:39:00,23,Completed,COD,31,4.0
2645,C133,Dominos,Pune,Italian,2024-03-03 15:36:00,30,Completed,COD,20,3.2
2646,C218,Dominos,Mumbai,Italian,2024-03-07 22:10:00,25,Completed,Online (Card),17,4.8
2647,C388,Subway,Delhi,Mexican,2024-03-04 22:46:00,47,Completed,Online (UPI),22,4.8
2648,C618,KFC,Pune,Healthy,2024-03-01 16:40:00,30,Cancelled,Online (Wallet),0,N/A
2649,C954,Subway,Bangalore,Fast Food,2024-03-06 14:04:00,43,Completed,Online (Wallet),28,3.4
2650,C130,McDonald's,Hyderabad,Chinese,2024-03-04 12:38:00,39,Completed,Online (Wallet),15,3.4
2651,C973,KFC,Bangalore,Italian,2024-03-03 17:39:00,51,Completed,Online (Card),18,3.4
2652,C287,Burger King,Pune,Italian,2024-03-03 16:52:00,34,Completed,Online (UPI),14,4.8
2653,C162,Burger King,Bangalore,Fast Food,2024-03-11 11:10:00,48,Completed,Online (UPI),11,4.0
2654,C542,KFC,Kolkata,Chinese,2024-03-06 17:31:00,45,Cancelled,COD,0,N/A
2655,C677,Subway,Mumbai,Healthy,2024-03-05 20:48:00,44,Cancelled,COD,0,N/A
2656,C546,Dominos,Bangalore,Chinese,2024-03-12 11:19:00,28,Cancelled,Online (UPI),0,N/A
2657,C810,Dominos,Hyderabad,Italian,2024-03-12 21:04:00,36,Completed,Online (UPI),21,4.9
